lang,rare_mode,fold,avg_len,entropy,unconditional_entropy,test_loss,test_acc,val_loss,val_acc,best_epoch
ger_n,drop,0,5.86644951140065,2.17311977139719,2.88184537715559,1.6504575687906,0.641304347826087,1.64282050340072,0.644021739130435,26
ger_n,drop,1,5.86644951140065,2.17311977139719,2.88184537715559,1.598952293396,0.633152173913043,1.61468050272568,0.646739130434783,43
ger_n,drop,2,5.86644951140065,2.17311977139719,2.88184537715559,1.46337803550389,0.690217391304348,1.58831654942554,0.64945652173913,30
ger_n,drop,3,5.86644951140065,2.17311977139719,2.88184537715559,1.81607868360436,0.635869565217391,1.46814124998839,0.701086956521739,42
ger_n,drop,4,5.86644951140065,2.17311977139719,2.88184537715559,1.62555642749952,0.638586956521739,1.73002590303836,0.603260869565217,59
ger_n,drop,5,5.86644951140065,2.17311977139719,2.88184537715559,1.63755246867304,0.673913043478261,1.55923361363618,0.644021739130435,37
ger_n,drop,6,5.86644951140065,2.17311977139719,2.88184537715559,1.45133914118228,0.695652173913043,1.61786460358164,0.684782608695652,25
ger_n,drop,7,5.86644951140065,2.17311977139719,2.88184537715559,1.58994631145311,0.616847826086957,1.42549807092418,0.703804347826087,25
ger_n,drop,8,5.86644951140065,2.17311977139719,2.88184537715559,1.52466984205349,0.67741935483871,1.55386095461638,0.627717391304348,48
ger_n,drop,9,5.86644951140065,2.17311977139719,2.88184537715559,1.63577830273172,0.627717391304348,1.51104717613548,0.666666666666667,40
cze,drop,0,6.28967065868264,1.35068027103612,2.74730341833028,0.488613889458474,0.891385767790262,0.545649457960093,0.868913857677903,38
cze,drop,1,6.28967065868264,1.35068027103612,2.74730341833028,0.522579162754816,0.898876404494382,0.433010950517119,0.917602996254682,61
cze,drop,2,6.28967065868264,1.35068027103612,2.74730341833028,0.619101385052285,0.868913857677903,0.551598187689477,0.880149812734082,26
cze,drop,3,6.28967065868264,1.35068027103612,2.74730341833028,0.527869217404712,0.891385767790262,0.611111578869909,0.872659176029963,30
cze,drop,4,6.28967065868264,1.35068027103612,2.74730341833028,0.482701383726427,0.891385767790262,0.512119841263089,0.895131086142322,44
cze,drop,5,6.28967065868264,1.35068027103612,2.74730341833028,0.56224156854751,0.865168539325843,0.489177964153361,0.895131086142322,33
cze,drop,6,6.28967065868264,1.35068027103612,2.74730341833028,0.635475490870101,0.827715355805244,0.565067465608932,0.880149812734082,34
cze,drop,7,6.28967065868264,1.35068027103612,2.74730341833028,0.501401772659816,0.883895131086142,0.572845397370585,0.850187265917603,43
cze,drop,8,6.28967065868264,1.35068027103612,2.74730341833028,0.643395686238229,0.843866171003718,0.515489258123248,0.868913857677903,44
cze,drop,9,6.28967065868264,1.35068027103612,2.74730341833028,0.580026001519478,0.865168539325843,0.644753811084648,0.836431226765799,38
